Data,"Tipo Residuo","Peso"
2024-08-08,"Monstros","15460,00"
2024-08-08,"Vidro","20380,00"
2024-08-08,"Indiferenciado","250940,00"
2024-08-08,"Residuos Limpeza","11640,00"
2024-08-08,"Restos Comida","10160,00"
2024-08-07,"Cortes de Jardim","63440,00"
2024-08-07,"Vidro","29820,00"
2024-08-07,"Papel","13160,00"
2024-08-07,"Plastico","4760,00"
2024-08-07,"Monstros","13220,00"
2024-08-07,"Restos Comida","6880,00"
2024-08-07,"Indiferenciado","244380,00"
2024-08-07,"Residuos Limpeza","52600,00"
2024-08-06,"Papel","9000,00"
2024-08-06,"Monstros","12080,00"
2024-08-06,"Cortes de Jardim","82140,00"
2024-08-06,"Restos Comida","7460,00"
2024-08-06,"Plastico","36840,00"
2024-08-06,"Residuos Limpeza","19360,00"
2024-08-06,"Vidro","17560,00"
2024-08-06,"Indiferenciado","248100,00"
2024-08-05,"Residuos Limpeza","19600,00"
2024-08-05,"Cortes de Jardim","54400,00"
2024-08-05,"Papel","34960,00"
2024-08-05,"Plastico","3020,00"
2024-08-05,"Monstros","17020,00"
2024-08-05,"Restos Comida","11980,00"
2024-08-05,"Indiferenciado","239560,00"
2024-08-05,"Vidro","16800,00"
2024-08-04,"Papel","5880,00"
2024-08-04,"Residuos Limpeza","1000,00"
2024-08-04,"Indiferenciado","250060,00"
2024-08-03,"Restos Comida","8220,00"
2024-08-03,"Cortes de Jardim","76120,00"
2024-08-03,"Vidro","17000,00"
2024-08-03,"Plastico","2900,00"
2024-08-03,"Residuos Limpeza","64720,00"
2024-08-03,"Monstros","21220,00"
2024-08-03,"Papel","10620,00"
2024-08-03,"Indiferenciado","262960,00"
2024-08-02,"Residuos Limpeza","3180,00"
2024-08-02,"Plastico","25520,00"
2024-08-02,"Indiferenciado","258360,00"
2024-08-02,"Cortes de Jardim","77040,00"
2024-08-02,"Monstros","25460,00"
2024-08-02,"Vidro","7560,00"
2024-08-02,"Papel","4060,00"
2024-08-02,"Restos Comida","8040,00"
2024-08-01,"Indiferenciado","252240,00"
2024-08-01,"Residuos Limpeza","4460,00"
2024-08-01,"Cortes de Jardim","69300,00"
2024-08-01,"Vidro","17680,00"
2024-08-01,"Monstros","16400,00"
2024-08-01,"Restos Comida","7920,00"
2024-08-01,"Papel","33140,00"
2024-08-01,"Plastico","4400,00"
2024-07-31,"Vidro","16120,00"
2024-07-31,"Cortes de Jardim","81720,00"
2024-07-31,"Papel","14900,00"
2024-07-31,"Indiferenciado","260320,00"
2024-07-31,"Monstros","18860,00"
2024-07-31,"Plastico","8480,00"
2024-07-31,"Restos Comida","8440,00"
2024-07-31,"Residuos Limpeza","36300,00"
2024-07-30,"Indiferenciado","264800,00"
2024-07-30,"Vidro","23500,00"
2024-07-30,"Residuos Limpeza","34640,00"
2024-07-30,"Papel","6600,00"
2024-07-30,"Cortes de Jardim","99520,00"
2024-07-30,"Monstros","15000,00"
2024-07-30,"Restos Comida","7720,00"
2024-07-30,"Plastico","39840,00"
2024-07-29,"Cortes de Jardim","86500,00"
2024-07-29,"Indiferenciado","254880,00"
2024-07-29,"Vidro","13780,00"
2024-07-29,"Monstros","17520,00"
2024-07-29,"Restos Comida","14820,00"
2024-07-29,"Papel","38140,00"
2024-07-29,"Plastico","3160,00"
2024-07-29,"Residuos Limpeza","30980,00"
2024-07-28,"Papel","7560,00"
2024-07-28,"Indiferenciado","250300,00"
2024-07-28,"Residuos Limpeza","380,00"
2024-07-27,"Papel","10940,00"
2024-07-27,"Cortes de Jardim","85060,00"
2024-07-27,"Indiferenciado","257760,00"
2024-07-27,"Residuos Limpeza","6300,00"
2024-07-27,"Restos Comida","7860,00"
2024-07-27,"Plastico","5480,00"
2024-07-27,"Vidro","7780,00"
2024-07-27,"Monstros","15580,00"
2024-07-26,"Cortes de Jardim","84760,00"
2024-07-26,"Monstros","22180,00"
2024-07-26,"Vidro","7980,00"
2024-07-26,"Residuos Limpeza","12960,00"
2024-07-26,"Indiferenciado","257580,00"
2024-07-26,"Papel","3600,00"
2024-07-26,"Plastico","21820,00"
2024-07-26,"Restos Comida","6960,00"
2024-07-25,"Indiferenciado","249840,00"
2024-07-25,"Plastico","4340,00"
2024-07-25,"Restos Comida","8400,00"
2024-07-25,"Cortes de Jardim","87860,00"
2024-07-25,"Papel","30780,00"
2024-07-25,"Monstros","21200,00"
2024-07-25,"Vidro","2980,00"
2024-07-25,"Residuos Limpeza","8940,00"
2024-07-24,"Papel","16740,00"
2024-07-24,"Cortes de Jardim","87520,00"
2024-07-24,"Plastico","9520,00"
2024-07-24,"Monstros","20520,00"
2024-07-24,"Restos Comida","7720,00"
2024-07-24,"Vidro","18320,00"
2024-07-24,"Indiferenciado","250940,00"
2024-07-24,"Residuos Limpeza","18560,00"
2024-07-23,"Residuos Limpeza","25740,00"
2024-07-23,"Plastico","35720,00"
2024-07-23,"Papel","4840,00"
2024-07-23,"Restos Comida","8280,00"
2024-07-23,"Cortes de Jardim","79680,00"
2024-07-23,"Monstros","18360,00"
2024-07-23,"Indiferenciado","251260,00"
2024-07-23,"Vidro","6680,00"
2024-07-22,"Vidro","8980,00"
2024-07-22,"Restos Comida","12500,00"
2024-07-22,"Monstros","32020,00"
2024-07-22,"Residuos Limpeza","16440,00"
2024-07-22,"Plastico","2780,00"
2024-07-22,"Indiferenciado","242740,00"
2024-07-22,"Cortes de Jardim","88260,00"
2024-07-22,"Papel","35500,00"
2024-07-21,"Papel","6160,00"
2024-07-21,"Indiferenciado","229620,00"
2024-07-20,"Papel","13020,00"
2024-07-20,"Cortes de Jardim","54640,00"
2024-07-20,"Plastico","3980,00"
2024-07-20,"Residuos Limpeza","22300,00"
2024-07-20,"Indiferenciado","260460,00"
2024-07-20,"Restos Comida","8860,00"
2024-07-20,"Vidro","30320,00"
2024-07-20,"Monstros","14360,00"
2024-07-19,"Indiferenciado","249680,00"
2024-07-19,"Residuos Limpeza","29580,00"
2024-07-19,"Vidro","7340,00"
2024-07-19,"Monstros","17660,00"
2024-07-19,"Restos Comida","6620,00"
2024-07-19,"Papel","11080,00"
2024-07-19,"Cortes de Jardim","65960,00"
2024-07-19,"Plastico","22860,00"
2024-07-18,"Vidro","7160,00"
2024-07-18,"Indiferenciado","245780,00"
2024-07-18,"Papel","32340,00"
2024-07-18,"Cortes de Jardim","85580,00"
2024-07-18,"Monstros","21880,00"
2024-07-18,"Residuos Limpeza","109340,00"
2024-07-18,"Plastico","6720,00"
2024-07-18,"Restos Comida","8920,00"
2024-07-16,"Restos Comida","7840,00"
2024-07-16,"Residuos Limpeza","78620,00"
2024-07-16,"Papel","5880,00"
2024-07-16,"Plastico","33520,00"
2024-07-16,"Monstros","31140,00"
2024-07-16,"Cortes de Jardim","68800,00"
2024-07-16,"Indiferenciado","272340,00"
2024-07-16,"Vidro","8400,00"
2024-07-15,"Restos Comida","12860,00"
2024-07-15,"Plastico","2500,00"
2024-07-15,"Residuos Limpeza","40900,00"
2024-07-15,"Indiferenciado","238620,00"
2024-07-15,"Papel","39440,00"
2024-07-15,"Monstros","29880,00"
2024-07-15,"Cortes de Jardim","87100,00"
2024-07-15,"Vidro","20360,00"
2024-07-14,"Residuos Limpeza","3020,00"
2024-07-14,"Plastico","2660,00"
2024-07-14,"Indiferenciado","241840,00"
2024-07-14,"Papel","6600,00"
2024-07-13,"Indiferenciado","253020,00"
2024-07-13,"Restos Comida","7860,00"
2024-07-13,"Residuos Limpeza","22780,00"
2024-07-13,"Cortes de Jardim","115180,00"
2024-07-13,"Plastico","3620,00"
2024-07-13,"Papel","12680,00"
2024-07-13,"Vidro","20140,00"
2024-07-13,"Monstros","14920,00"
2024-07-12,"Indiferenciado","248160,00"
2024-07-12,"Vidro","13000,00"
2024-07-12,"Papel","5480,00"
2024-07-12,"Cortes de Jardim","110220,00"
2024-07-12,"Monstros","27620,00"
2024-07-12,"Plastico","25000,00"
2024-07-12,"Restos Comida","8100,00"
2024-07-12,"Residuos Limpeza","11500,00"
2024-07-11,"Indiferenciado","247620,00"
2024-07-11,"Vidro","11100,00"
2024-07-11,"Monstros","33820,00"
2024-07-11,"Restos Comida","9160,00"
2024-07-11,"Cortes de Jardim","101060,00"
2024-07-11,"Papel","26680,00"
2024-07-11,"Plastico","5480,00"
2024-07-11,"Residuos Limpeza","21000,00"
2024-07-10,"Cortes de Jardim","81740,00"
2024-07-10,"Indiferenciado","245680,00"
2024-07-10,"Vidro","22200,00"
2024-07-10,"Restos Comida","7960,00"
2024-07-10,"Residuos Limpeza","19240,00"
2024-07-10,"Monstros","28320,00"
2024-07-10,"Papel","18060,00"
2024-07-10,"Plastico","7100,00"
2024-07-09,"Indiferenciado","258500,00"
2024-07-09,"Papel","2400,00"
2024-07-09,"Cortes de Jardim","89020,00"
2024-07-09,"Vidro","21200,00"
2024-07-09,"Monstros","16600,00"
2024-07-09,"Restos Comida","7760,00"
2024-07-09,"Plastico","36420,00"
2024-07-09,"Residuos Limpeza","15500,00"
2024-07-08,"Monstros","18180,00"
2024-07-08,"Papel","37800,00"
2024-07-08,"Indiferenciado","254020,00"
2024-07-08,"Residuos Limpeza","29720,00"
2024-07-08,"Restos Comida","14400,00"
2024-07-08,"Plastico","5580,00"
2024-07-08,"Cortes de Jardim","68180,00"
2024-07-08,"Vidro","23280,00"
2024-07-07,"Monstros","380,00"
2024-07-07,"Residuos Limpeza","1540,00"
2024-07-07,"Indiferenciado","243580,00"
2024-07-07,"Papel","4160,00"
2024-07-06,"Indiferenciado","261960,00"
2024-07-06,"Restos Comida","7280,00"
2024-07-06,"Cortes de Jardim","110700,00"
2024-07-06,"Papel","16400,00"
2024-07-06,"Monstros","10880,00"
2024-07-06,"Plastico","9320,00"
2024-07-06,"Residuos Limpeza","4960,00"
2024-07-06,"Vidro","9540,00"
2024-07-05,"Papel","5820,00"
2024-07-05,"Indiferenciado","253420,00"
2024-07-05,"Plastico","23480,00"
2024-07-05,"Restos Comida","8540,00"
2024-07-05,"Monstros","18060,00"
2024-07-05,"Cortes de Jardim","68300,00"
2024-07-05,"Vidro","5400,00"
2024-07-05,"Residuos Limpeza","67880,00"
2024-07-04,"Restos Comida","8860,00"
2024-07-04,"Residuos Limpeza","93300,00"
2024-07-04,"Cortes de Jardim","78620,00"
2024-07-04,"Plastico","4880,00"
2024-07-04,"Papel","32680,00"
2024-07-04,"Monstros","18440,00"
2024-07-04,"Indiferenciado","258240,00"
2024-07-04,"Vidro","8040,00"
2024-07-03,"Monstros","23760,00"
2024-07-03,"Restos Comida","7660,00"
2024-07-03,"Plastico","10600,00"
2024-07-03,"Residuos Limpeza","63280,00"
2024-07-03,"Indiferenciado","244540,00"
2024-07-03,"Vidro","19280,00"
2024-07-03,"Papel","16640,00"
2024-07-03,"Cortes de Jardim","88980,00"
2024-07-02,"Plastico","31960,00"
2024-07-02,"Restos Comida","7720,00"
2024-07-02,"Residuos Limpeza","28400,00"
2024-07-02,"Papel","12100,00"
2024-07-02,"Cortes de Jardim","96060,00"
2024-07-02,"Indiferenciado","256320,00"
2024-07-02,"Monstros","19220,00"
2024-07-02,"Vidro","9640,00"
2024-07-01,"Indiferenciado","244780,00"
2024-07-01,"Residuos Limpeza","17860,00"
2024-07-01,"Restos Comida","12760,00"
2024-07-01,"Papel","32480,00"
2024-07-01,"Plastico","3020,00"
2024-07-01,"Cortes de Jardim","97220,00"
2024-07-01,"Vidro","7500,00"
2024-07-01,"Monstros","32640,00"
2024-06-30,"Indiferenciado","238120,00"
2024-06-30,"Residuos Limpeza","640,00"
2024-06-30,"Papel","5460,00"
2024-06-29,"Indiferenciado","257660,00"
2024-06-29,"Papel","11640,00"
2024-06-29,"Monstros","17940,00"
2024-06-29,"Cortes de Jardim","99720,00"
2024-06-29,"Restos Comida","7720,00"
2024-06-29,"Plastico","8320,00"
2024-06-29,"Residuos Limpeza","8160,00"
2024-06-29,"Vidro","18140,00"
2024-06-28,"Cortes de Jardim","116400,00"
2024-06-28,"Plastico","20500,00"
2024-06-28,"Restos Comida","6100,00"
2024-06-28,"Papel","9700,00"
2024-06-28,"Monstros","15240,00"
2024-06-28,"Vidro","6600,00"
2024-06-28,"Indiferenciado","246600,00"
2024-06-28,"Residuos Limpeza","28100,00"
2024-06-27,"Monstros","20580,00"
2024-06-27,"Plastico","5260,00"
2024-06-27,"Restos Comida","7600,00"
2024-06-27,"Papel","28280,00"
2024-06-27,"Residuos Limpeza","36420,00"
2024-06-27,"Vidro","15740,00"
2024-06-27,"Indiferenciado","226700,00"
2024-06-27,"Cortes de Jardim","105420,00"
2024-06-26,"Plastico","8320,00"
2024-06-26,"Monstros","27100,00"
2024-06-26,"Residuos Limpeza","28160,00"
2024-06-26,"Restos Comida","7160,00"
2024-06-26,"Indiferenciado","246200,00"
2024-06-26,"Papel","16860,00"
2024-06-26,"Vidro","15400,00"
2024-06-26,"Cortes de Jardim","95260,00"
2024-06-25,"Residuos Limpeza","14980,00"
2024-06-25,"Plastico","34860,00"
2024-06-25,"Indiferenciado","257280,00"
2024-06-25,"Papel","4000,00"
2024-06-25,"Restos Comida","8020,00"
2024-06-25,"Monstros","26160,00"
2024-06-25,"Vidro","21220,00"
2024-06-25,"Cortes de Jardim","86120,00"
2024-06-24,"Indiferenciado","249200,00"
2024-06-24,"Plastico","4140,00"
2024-06-24,"Residuos Limpeza","25560,00"
2024-06-24,"Cortes de Jardim","102020,00"
2024-06-24,"Monstros","17860,00"
2024-06-24,"Vidro","19920,00"
2024-06-24,"Papel","33780,00"
2024-06-24,"Restos Comida","12960,00"
2024-06-23,"Papel","4440,00"
2024-06-23,"Indiferenciado","233500,00"
2024-06-23,"Plastico","2280,00"
2024-06-23,"Residuos Limpeza","1260,00"
2024-06-23,"Monstros","220,00"
2024-06-22,"Indiferenciado","253580,00"
2024-06-22,"Residuos Limpeza","10380,00"
2024-06-22,"Vidro","41560,00"
2024-06-22,"Plastico","4040,00"
2024-06-22,"Papel","13920,00"
2024-06-22,"Cortes de Jardim","107040,00"
2024-06-22,"Restos Comida","7880,00"
2024-06-22,"Monstros","15320,00"
2024-06-21,"Vidro","9720,00"
2024-06-21,"Indiferenciado","241860,00"
2024-06-21,"Cortes de Jardim","231380,00"
2024-06-21,"Monstros","19900,00"
2024-06-21,"Plastico","23020,00"
2024-06-21,"Restos Comida","7240,00"
2024-06-21,"Papel","5400,00"
2024-06-21,"Residuos Limpeza","15420,00"
2024-06-20,"Cortes de Jardim","131580,00"
2024-06-20,"Papel","35080,00"
2024-06-20,"Indiferenciado","238400,00"
2024-06-20,"Residuos Limpeza","25700,00"
2024-06-20,"Plastico","7900,00"
2024-06-20,"Restos Comida","12640,00"
2024-06-20,"Vidro","20960,00"
2024-06-20,"Monstros","18540,00"
2024-06-19,"Indiferenciado","242980,00"
2024-06-19,"Papel","15620,00"
2024-06-19,"Vidro","12180,00"
2024-06-19,"Monstros","21420,00"
2024-06-19,"Cortes de Jardim","109420,00"
2024-06-19,"Plastico","11300,00"
2024-06-19,"Restos Comida","8220,00"
2024-06-19,"Residuos Limpeza","42660,00"
2024-06-18,"Monstros","36940,00"
2024-06-18,"Vidro","18680,00"
2024-06-18,"Cortes de Jardim","120140,00"
2024-06-18,"Indiferenciado","250040,00"
2024-06-18,"Residuos Limpeza","10820,00"
2024-06-18,"Papel","12000,00"
2024-06-18,"Plastico","32480,00"
2024-06-18,"Restos Comida","6520,00"
2024-06-17,"Papel","30580,00"
2024-06-17,"Cortes de Jardim","94480,00"
2024-06-17,"Restos Comida","13000,00"
2024-06-17,"Plastico","3080,00"
2024-06-17,"Monstros","24160,00"
2024-06-17,"Residuos Limpeza","9400,00"
2024-06-17,"Vidro","5840,00"
2024-06-17,"Indiferenciado","249660,00"
2024-06-16,"Papel","5760,00"
2024-06-16,"Indiferenciado","223880,00"
2024-06-16,"Residuos Limpeza","800,00"
2024-06-15,"Cortes de Jardim","89640,00"
2024-06-15,"Residuos Limpeza","8480,00"
2024-06-15,"Monstros","14620,00"
2024-06-15,"Plastico","7000,00"
2024-06-15,"Papel","14280,00"
2024-06-15,"Restos Comida","8980,00"
2024-06-15,"Indiferenciado","257840,00"
2024-06-15,"Vidro","8860,00"
2024-06-14,"Restos Comida","6740,00"
2024-06-14,"Monstros","18480,00"
2024-06-14,"Plastico","19460,00"
2024-06-14,"Residuos Limpeza","13920,00"
2024-06-14,"Vidro","9520,00"
2024-06-14,"Indiferenciado","224580,00"
2024-06-14,"Cortes de Jardim","72900,00"
2024-06-14,"Papel","2880,00"
2024-06-13,"Restos Comida","7760,00"
2024-06-13,"Plastico","5300,00"
2024-06-13,"Residuos Limpeza","2260,00"
2024-06-13,"Papel","21760,00"
2024-06-13,"Monstros","1520,00"
2024-06-13,"Vidro","26100,00"
2024-06-13,"Indiferenciado","236320,00"
2024-06-13,"Cortes de Jardim","11160,00"
2024-06-12,"Residuos Limpeza","1740,00"
2024-06-12,"Restos Comida","5600,00"
2024-06-12,"Indiferenciado","249640,00"
2024-06-12,"Vidro","9120,00"
2024-06-12,"Papel","25260,00"
2024-06-12,"Plastico","8040,00"
2024-06-12,"Cortes de Jardim","73400,00"
2024-06-12,"Monstros","39700,00"
2024-06-11,"Indiferenciado","253140,00"
2024-06-11,"Residuos Limpeza","9980,00"
2024-06-11,"Plastico","33300,00"
2024-06-11,"Papel","3780,00"
2024-06-11,"Restos Comida","6560,00"
2024-06-11,"Monstros","16540,00"
2024-06-11,"Cortes de Jardim","68800,00"
2024-06-10,"Vidro","6980,00"
2024-06-10,"Cortes de Jardim","21320,00"
2024-06-10,"Monstros","3560,00"
2024-06-10,"Papel","26460,00"
2024-06-10,"Restos Comida","12600,00"
2024-06-10,"Plastico","4720,00"
2024-06-10,"Residuos Limpeza","560,00"
2024-06-10,"Indiferenciado","220080,00"
2024-06-09,"Residuos Limpeza","440,00"
2024-06-09,"Indiferenciado","217080,00"
2024-06-09,"Papel","5280,00"
2024-06-09,"Monstros","740,00"
2024-06-08,"Indiferenciado","246780,00"
2024-06-08,"Vidro","13820,00"
2024-06-08,"Cortes de Jardim","82820,00"
2024-06-08,"Restos Comida","7300,00"
2024-06-08,"Plastico","7080,00"
2024-06-08,"Papel","13420,00"
2024-06-08,"Monstros","15960,00"
2024-06-08,"Residuos Limpeza","11500,00"
2024-06-07,"Papel","4740,00"
2024-06-07,"Monstros","20260,00"
2024-06-07,"Cortes de Jardim","76100,00"
2024-06-07,"Indiferenciado","244560,00"
2024-06-07,"Restos Comida","7980,00"
2024-06-07,"Vidro","10880,00"
2024-06-07,"Plastico","19860,00"
2024-06-07,"Residuos Limpeza","4140,00"
2024-06-06,"Vidro","17360,00"
2024-06-06,"Cortes de Jardim","94060,00"
2024-06-06,"Indiferenciado","240440,00"
2024-06-06,"Residuos Limpeza","4280,00"
2024-06-06,"Plastico","5400,00"
2024-06-06,"Papel","32260,00"
2024-06-06,"Monstros","17920,00"
2024-06-06,"Restos Comida","6840,00"
2024-06-05,"Cortes de Jardim","102820,00"
2024-06-05,"Plastico","7360,00"
2024-06-05,"Papel","14420,00"
2024-06-05,"Restos Comida","7520,00"
2024-06-05,"Monstros","21820,00"
2024-06-05,"Vidro","17400,00"
2024-06-05,"Indiferenciado","243940,00"
2024-06-05,"Residuos Limpeza","6380,00"
2024-06-04,"Cortes de Jardim","108100,00"
2024-06-04,"Papel","3600,00"
2024-06-04,"Monstros","37060,00"
2024-06-04,"Indiferenciado","255720,00"
2024-06-04,"Residuos Limpeza","5260,00"
2024-06-04,"Restos Comida","7560,00"
2024-06-04,"Plastico","37360,00"
2024-06-04,"Vidro","17120,00"
2024-06-03,"Plastico","5520,00"
2024-06-03,"Residuos Limpeza","12800,00"
2024-06-03,"Papel","37020,00"
2024-06-03,"Cortes de Jardim","77000,00"
2024-06-03,"Restos Comida","12960,00"
2024-06-03,"Monstros","48380,00"
2024-06-03,"Vidro","17260,00"
2024-06-03,"Indiferenciado","274880,00"
2024-06-02,"Papel","6700,00"
2024-06-02,"Monstros","1240,00"
2024-06-02,"Indiferenciado","219820,00"
2024-06-01,"Restos Comida","6820,00"
2024-06-01,"Plastico","5680,00"
2024-06-01,"Residuos Limpeza","4260,00"
2024-06-01,"Indiferenciado","254500,00"
2024-06-01,"Cortes de Jardim","73560,00"
2024-06-01,"Papel","14780,00"
2024-06-01,"Vidro","16160,00"
2024-06-01,"Monstros","28100,00"
2024-05-31,"Residuos Limpeza","13300,00"
2024-05-31,"Plastico","22500,00"
2024-05-31,"Vidro","13420,00"
2024-05-31,"Monstros","36800,00"
2024-05-31,"Restos Comida","6900,00"
2024-05-31,"Papel","4020,00"
2024-05-31,"Cortes de Jardim","97580,00"
2024-05-31,"Indiferenciado","237820,00"
2024-05-30,"Residuos Limpeza","200,00"
2024-05-30,"Indiferenciado","240880,00"
2024-05-30,"Cortes de Jardim","18620,00"
2024-05-30,"Monstros","3900,00"
2024-05-30,"Vidro","7520,00"
2024-05-30,"Restos Comida","6820,00"
2024-05-30,"Papel","20000,00"
2024-05-30,"Plastico","5200,00"
2024-05-29,"Indiferenciado","237220,00"
2024-05-29,"Vidro","15300,00"
2024-05-29,"Residuos Limpeza","11060,00"
2024-05-29,"Restos Comida","6880,00"
2024-05-29,"Plastico","8460,00"
2024-05-29,"Papel","17960,00"
2024-05-29,"Cortes de Jardim","95200,00"
2024-05-29,"Monstros","33560,00"
2024-05-28,"Vidro","21900,00"
2024-05-28,"Indiferenciado","248020,00"
2024-05-28,"Papel","8560,00"
2024-05-28,"Cortes de Jardim","94320,00"
2024-05-28,"Plastico","35120,00"
2024-05-28,"Monstros","17540,00"
2024-05-28,"Restos Comida","6800,00"
2024-05-28,"Residuos Limpeza","16080,00"
2024-05-27,"Vidro","8400,00"
2024-05-27,"Indiferenciado","230920,00"
2024-05-27,"Residuos Limpeza","42180,00"
2024-05-27,"Papel","31980,00"
2024-05-27,"Plastico","2340,00"
2024-05-27,"Restos Comida","12760,00"
2024-05-27,"Cortes de Jardim","76120,00"
2024-05-27,"Monstros","21420,00"
2024-05-26,"Indiferenciado","231560,00"
2024-05-26,"Papel","4660,00"
2024-05-26,"Monstros","340,00"
2024-05-26,"Residuos Limpeza","840,00"
2024-05-25,"Cortes de Jardim","101000,00"
2024-05-25,"Papel","11080,00"
2024-05-25,"Indiferenciado","244420,00"
2024-05-25,"Restos Comida","7000,00"
2024-05-25,"Plastico","7360,00"
2024-05-25,"Residuos Limpeza","3620,00"
2024-05-25,"Vidro","17820,00"
2024-05-25,"Monstros","12660,00"
2024-05-24,"Restos Comida","18960,00"
2024-05-24,"Vidro","8040,00"
2024-05-24,"Monstros","17320,00"
2024-05-24,"Papel","7220,00"
2024-05-24,"Cortes de Jardim","121800,00"
2024-05-24,"Plastico","20440,00"
2024-05-24,"Residuos Limpeza","17420,00"
2024-05-24,"Indiferenciado","228800,00"
2024-05-23,"Vidro","6260,00"
2024-05-23,"Monstros","23700,00"
2024-05-23,"Papel","28360,00"
2024-05-23,"Cortes de Jardim","129800,00"
2024-05-23,"Indiferenciado","234300,00"
2024-05-23,"Residuos Limpeza","15360,00"
2024-05-23,"Restos Comida","7020,00"
2024-05-23,"Plastico","5060,00"
2024-05-22,"Papel","15260,00"
2024-05-22,"Cortes de Jardim","105620,00"
2024-05-22,"Monstros","18340,00"
2024-05-22,"Residuos Limpeza","12660,00"
2024-05-22,"Plastico","6340,00"
2024-05-22,"Restos Comida","5360,00"
2024-05-22,"Vidro","21280,00"
2024-05-22,"Indiferenciado","237020,00"
2024-05-21,"Residuos Limpeza","10020,00"
2024-05-21,"Plastico","34040,00"
2024-05-21,"Cortes de Jardim","120960,00"
2024-05-21,"Restos Comida","6280,00"
2024-05-21,"Papel","13220,00"
2024-05-21,"Monstros","26940,00"
2024-05-21,"Vidro","14420,00"
2024-05-21,"Indiferenciado","242380,00"
2024-05-20,"Monstros","20900,00"
2024-05-20,"Papel","33920,00"
2024-05-20,"Plastico","2980,00"
2024-05-20,"Restos Comida","12280,00"
2024-05-20,"Residuos Limpeza","7160,00"
2024-05-20,"Vidro","18240,00"
2024-05-20,"Indiferenciado","246780,00"
2024-05-20,"Cortes de Jardim","112880,00"
2024-05-19,"Papel","4460,00"
2024-05-19,"Monstros","340,00"
2024-05-19,"Indiferenciado","215160,00"
2024-05-18,"Residuos Limpeza","320,00"
2024-05-18,"Plastico","5620,00"
2024-05-18,"Indiferenciado","257380,00"
2024-05-18,"Vidro","23860,00"
2024-05-18,"Monstros","19460,00"
2024-05-18,"Papel","9960,00"
2024-05-18,"Restos Comida","8000,00"
2024-05-18,"Cortes de Jardim","91380,00"
